factor_id,shushi,group_id,term_index,kind,expression,expected,basis
地支六合午未,bazi,1,1,direct,"关系[zhi_liu_he,午未]",,
地支三合申子辰,bazi,1,1,direct,"关系[san_he,申子辰]",,
地支三合亥卯未,bazi,1,1,direct,"关系[san_he,亥卯未]",,
地支三合寅午戌,bazi,1,1,direct,"关系[san_he,寅午戌]",,
地支三合巳酉丑,bazi,1,1,direct,"关系[san_he,巳酉丑]",,
地支三会寅卯辰,bazi,1,1,direct,"关系[san_hui,寅卯辰]",,
地支三会巳午未,bazi,1,1,direct,"关系[san_hui,巳午未]",,
地支三会申酉戌,bazi,1,1,direct,"关系[san_hui,申酉戌]",,
地支三会亥子丑,bazi,1,1,direct,"关系[san_hui,亥子丑]",,
地支六冲子午,bazi,1,1,direct,"关系[liu_chong,子午]",,
地支六冲丑未,bazi,1,1,direct,"关系[liu_chong,丑未]",,
地支六冲寅申,bazi,1,1,direct,"关系[liu_chong,寅申]",,
地支六冲卯酉,bazi,1,1,direct,"关系[liu_chong,卯酉]",,
地支六冲辰戌,bazi,1,1,direct,"关系[liu_chong,辰戌]",,
地支六冲巳亥,bazi,1,1,direct,"关系[liu_chong,巳亥]",,
地支六害子未,bazi,1,1,direct,"关系[liu_hai,子未]",,
地支六害丑午,bazi,1,1,direct,"关系[liu_hai,丑午]",,
地支六害寅巳,bazi,1,1,direct,"关系[liu_hai,寅巳]",,
地支六害卯辰,bazi,1,1,direct,"关系[liu_hai,卯辰]",,
地支六害申亥,bazi,1,1,direct,"关系[liu_hai,申亥]",,
地支六害酉戌,bazi,1,1,direct,"关系[liu_hai,酉戌]",,
地支相刑寅巳申,bazi,1,1,direct,"关系[liu_xing,寅巳申]",,
地支相刑丑戌未,bazi,1,1,direct,"关系[liu_xing,丑戌未]",,
地支相刑子卯,bazi,1,1,direct,"关系[liu_xing,子卯]",,
印多,bazi,1,1,condition,"数量至少[3,印星]",1,印星出现总数至少 3（数量维度）
印重,bazi,1,1,condition,"数量至少[4,印星]",1,印星出现总数至少 4（程度重于印多）
比劫重,bazi,1,1,condition,"数量至少[4,比劫]",1,比劫出现总数至少 4，重于比劫旺
官杀多,bazi,1,1,condition,"数量至少[3,官杀]",1,官杀出现总数至少 3
土多,bazi,1,1,condition,"五行数量至少[2,土]",1,五行土计数至少 2（四柱多土，区别于土得令而旺）
日主,bazi,1,1,direct,"直读[ri_gan,任意]",,日干
日主长生状态,bazi,1,1,direct,月支长生[任意],,日主在月支的十二长生态
配偶星现,bazi,1,1,condition,现[财星],1,配偶星按性别解析后存在于原局
配偶星现,bazi,1,2,condition,"直读[gender,male]",1,配偶星按性别解析后存在于原局
配偶星现,bazi,2,1,condition,现[官杀],1,配偶星按性别解析后存在于原局
配偶星现,bazi,2,2,condition,"直读[gender,female]",1,配偶星按性别解析后存在于原局
偏财得地,bazi,1,1,condition,有根[偏财],1,偏财有根，六亲取象为父星得地
偏财弱,bazi,1,1,condition,得令[偏财],0,偏财现但失令无根
偏财弱,bazi,1,2,condition,有根[偏财],0,偏财现但失令无根
偏财弱,bazi,1,3,condition,现[偏财],1,偏财现但失令无根
印星弱,bazi,1,1,condition,得令[印星],0,印星现但失令无根
印星弱,bazi,1,2,condition,有根[印星],0,印星现但失令无根
印星弱,bazi,1,3,condition,现[印星],1,印星现但失令无根
女命官星得地格,bazi,1,1,condition,"直读[gender,female]",1,女命夫星（官杀）得地可依 + 无食伤透干（不事外职）→ 持家为主（《女命赋》官星得地为夫有依、食伤透干则心向外职）；0016 主妇
女命官星得地格,bazi,1,2,condition,透[食伤],0,女命夫星（官杀）得地可依 + 无食伤透干（不事外职）→ 持家为主（《女命赋》官星得地为夫有依、食伤透干则心向外职）；0016 主妇
木日主受金克,bazi,1,1,condition,旺[金],1,日主为木，金旺克木（五行相克）
木日主受金克,bazi,1,2,condition,"直读[ri_gan_wx,木]",1,日主为木，金旺克木（五行相克）
田宅宫主星陷,ziwei,1,1,condition,"宫含[田宅宫,紫微主星,落陷]",1,田宅宫主星落陷
官禄宫主星庙旺,ziwei,1,1,direct,"宫含[官禄宫,紫微主星,庙旺]",,
财星现,bazi,1,1,condition,现[财星],1,正财或偏财存在于原局
身强弱,bazi,1,1,direct,"直读[yongshen.fu_yi.qiangruo,任意]",,身强 / 身弱 / 中和
调候季节,bazi,1,1,direct,"直读[yongshen.tiao_hou.season,任意]",,春 / 夏 / 秋 / 冬
日支神煞类型,bazi,1,1,direct,日支类型[任意],,桃花 / 驿马 / 墓库 / 无
月令本气十神,bazi,1,1,direct,月令本气[任意],,十神名
大运十神类,bazi,1,1,direct,"大运十神[当前,任意]",,官杀 / 印星 / 财星 / 食伤 / 比劫
扶抑从格,bazi,1,1,direct,"直读[yongshen.fu_yi.pattern,任意]",,从旺格 / 从杀格 / 从财格 / 从儿格 / 假从旺格 / 假从杀格 / 假从财格 / 假从儿格
迁移宫得动星,ziwei,1,1,factor_ref,迁移宫紫微,1,迁移宫见紫微/七杀/太阳/天马，主外出得动
迁移宫得动星,ziwei,2,1,factor_ref,迁移宫七杀,1,迁移宫见紫微/七杀/太阳/天马，主外出得动
迁移宫得动星,ziwei,3,1,factor_ref,迁移宫太阳,1,迁移宫见紫微/七杀/太阳/天马，主外出得动
迁移宫得动星,ziwei,4,1,factor_ref,迁移宫天马,1,迁移宫见紫微/七杀/太阳/天马，主外出得动
田宅宫财星,ziwei,1,1,factor_ref,田宅宫武曲,1,田宅宫见武曲/太阴/天府/禄存，主置业财性
田宅宫财星,ziwei,2,1,factor_ref,田宅宫太阴,1,田宅宫见武曲/太阴/天府/禄存，主置业财性
田宅宫财星,ziwei,3,1,factor_ref,田宅宫天府,1,田宅宫见武曲/太阴/天府/禄存，主置业财性
田宅宫财星,ziwei,4,1,factor_ref,田宅宫禄存,1,田宅宫见武曲/太阴/天府/禄存，主置业财性
伤官现,bazi,1,1,condition,现[伤官],1,伤官存在于原局
夫妻宫被害,bazi,1,1,condition,夫妻宫状态[害],1,日支（夫妻宫）逢六害——感情冷淡、婚姻隐匿伤害（《三命通会》夫妻宫论；害主暗伤隐忍，异于冲之骤刑之痛）
年柱被刑,bazi,1,1,condition,柱刑[年支],1,年柱=父之宫位，年支相刑主与父亲关系不睦（family.md）
月柱被刑,bazi,1,1,condition,柱刑[月支],1,月柱=兄弟宫位，月支相刑主兄弟姐妹散落/不睦（family.md）
时柱被刑,bazi,1,1,condition,柱刑[时支],1,时柱=子女宫位，时支相刑主与子女关系不睦（family.md）
官禄宫化忌,ziwei,1,1,condition,"宫含[官禄宫,任意,化忌]",1,官禄宫化忌 → 事业受阻、多波折、岗位变动（《紫微斗数全书》官禄宫四化）
财帛宫化忌,ziwei,1,1,condition,"宫含[财帛宫,任意,化忌]",1,财帛宫化忌 → 破财、进财波折、财来财去（《紫微斗数全书》财帛宫四化）
夫妻宫化忌,ziwei,1,1,condition,"宫含[夫妻宫,任意,化忌]",1,夫妻宫化忌 → 婚姻凶象、配偶受困/关系疏离（《紫微斗数全书》夫妻宫四化）
命宫化忌,ziwei,1,1,condition,"宫含[命宫,任意,化忌]",1,命宫化忌 → 自身困顿、是非缠身、本命主题为自省纠错（《紫微斗数全书》命宫四化）
夫妻宫破,bazi,1,1,condition,夫妻宫状态[冲],1,夫妻宫破（命理通论）
夫妻宫破,bazi,2,1,condition,夫妻宫状态[刑],1,夫妻宫破（命理通论）
夫妻宫破,bazi,3,1,condition,夫妻宫状态[害],1,夫妻宫破（命理通论）
印星透根,bazi,1,1,condition,有根[印星],1,透干且有根，同一中气息因子供旺衰因子复用
印星透根,bazi,1,2,condition,透[印星],1,透干且有根，同一中气息因子供旺衰因子复用
食伤旺,bazi,3,1,condition,禄根[食伤],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
伤官旺,bazi,3,1,condition,禄根[伤官],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
偏印旺,bazi,3,1,condition,禄根[偏印],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
七杀旺,bazi,3,1,condition,禄根[七杀],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
正印旺,bazi,3,1,condition,禄根[正印],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
印星透根,bazi,2,1,condition,禄根[印星],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
身弱,bazi,1,1,condition,"直读[yongshen.fu_yi.qiangruo,任意]",身弱,身弱判定（排盘直读）
时柱食神,bazi,1,1,condition,时柱十神[食神],1,时柱天干为食神——女命子女星阴柔性
时柱伤官,bazi,1,1,condition,时柱十神[伤官],1,时柱天干为伤官——子女星阳刚性
食神旺,bazi,3,1,condition,禄根[食神],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
正财旺,bazi,3,1,condition,禄根[正财],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
偏财旺,bazi,3,1,condition,禄根[偏财],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
劫财旺,bazi,3,1,condition,禄根[劫财],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
比劫旺,bazi,3,1,condition,禄根[比劫],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
财星旺,bazi,3,1,condition,禄根[财星],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
印星旺,bazi,3,1,condition,禄根[印星],1,禄根（五行为某地支本气）亦作旺论（《渊海子平》禄根论）
大运印星运,bazi,1,1,condition,"大运十神[当前,印星]",1,当前大运走印星运
大运官杀运,bazi,1,1,condition,"大运十神[当前,官杀]",1,当前大运走官杀运
大运财星运,bazi,1,1,condition,"大运十神[当前,财星]",1,当前大运走财星运
大运食伤运,bazi,1,1,condition,"大运十神[当前,食伤]",1,当前大运走食伤运
大运比劫运,bazi,1,1,condition,"大运十神[当前,比劫]",1,当前大运走比劫运
年柱正财,bazi,1,1,condition,年柱十神[正财],1,年柱天干为正财——祖业殷实
年柱七杀,bazi,1,1,condition,年柱十神[七杀],1,年柱天干为七杀——父辈有权
年柱伤官,bazi,1,1,condition,年柱十神[伤官],1,年柱天干为伤官
年柱正官,bazi,1,1,condition,年柱十神[正官],1,年柱天干为正官
